"STOCK"	"BID"	"ASK"	"LTP"	"VOLUME"	"TRENDVALUE"	"TIME"
"NQ"	6777.75	6778.5	6778.5	888	1	14-NOV-18 06.13.23.070 PM
"NQ"	6778.75	6779.75	6779.75	942	1	14-NOV-18 06.13.53.022 PM
"NQ"	6778	6778.75	6778.75	964	1	14-NOV-18 06.14.23.073 PM
"NQ"	6779.75	6780.5	6780	1003	-1	14-NOV-18 06.14.53.030 PM
"NQ"	6779.25	6780	6780	1026	1	14-NOV-18 06.15.23.087 PM
"NQ"	6778.5	6779	6779.25	1069	1	14-NOV-18 06.15.53.049 PM
"NQ"	6779.75	6780	6779.75	1122	-1	14-NOV-18 06.16.23.107 PM
"NQ"	6782	6782.5	6782.5	1230	1	14-NOV-18 06.16.53.057 PM
"NQ"	6780.25	6781.5	6780	1306	-1	14-NOV-18 06.17.23.011 PM
"NQ"	6780	6780.75	6780.5	1323	1	14-NOV-18 06.17.53.064 PM
"NQ"	6781	6781.75	6781.25	1327	-1	14-NOV-18 06.18.23.016 PM
"NQ"	6781.75	6782.5	6782	1358	-1	14-NOV-18 06.18.53.075 PM
"NQ"	6780	6780.75	6780.5	1399	1	14-NOV-18 06.19.23.034 PM
"NQ"	6782.75	6783.5	6783.5	1458	1	14-NOV-18 06.19.53.092 PM
"NQ"	6783.75	6784.75	6784.25	1484	0	14-NOV-18 06.20.10.030 PM
"NQ"	6783.75	6784.5	6784.25	1485	1	14-NOV-18 06.20.17.041 PM
"NQ"	6783	6783.5	6783.25	1503	0	14-NOV-18 06.20.23.052 PM
"NQ"	6783	6783.5	6783.25	1524	0	14-NOV-18 06.20.24.055 PM
"NQ"	6785.25	6786	6785.25	1531	-1	14-NOV-18 06.20.32.071 PM
"NQ"	6785.25	6786	6785.25	1537	-1	14-NOV-18 06.20.35.078 PM
"NQ"	6785	6785.75	6785.75	1569	1	14-NOV-18 06.20.40.087 PM
"NQ"	6786.25	6786.75	6786.75	1606	1	14-NOV-18 06.20.44.095 PM
"NQ"	6786.25	6786.75	6786.75	1631	1	14-NOV-18 06.20.45.097 PM
"NQ"	6787.5	6788.75	6788.5	1738	1	14-NOV-18 06.21.14.055 PM
"NQ"	6789.5	6790.25	6789.25	1773	-1	14-NOV-18 06.21.18.062 PM
"NQ"	6791.5	6792.25	6792	1807	1	14-NOV-18 06.21.22.069 PM
"NQ"	6792.25	6793.5	6793.5	1857	1	14-NOV-18 06.21.26.077 PM
"NQ"	6792.25	6793.5	6793.5	1882	1	14-NOV-18 06.21.28.080 PM
"NQ"	6794.5	6795.5	6795.5	1912	1	14-NOV-18 06.21.32.088 PM
"NQ"	6794.5	6795.5	6794.75	1933	-1	14-NOV-18 06.21.35.093 PM
"NQ"	6794.75	6795.25	6794.75	1980	-1	14-NOV-18 06.21.39.100 PM
"NQ"	6795.25	6796.25	6795.5	2013	-1	14-NOV-18 06.21.47.013 PM
"NQ"	6795.25	6796.25	6795.5	2026	-1	14-NOV-18 06.21.49.017 PM
"NQ"	6797.5	6798	6798	2037	1	14-NOV-18 06.21.56.029 PM
"NQ"	6797.5	6798	6798	2044	1	14-NOV-18 06.21.57.029 PM
"NQ"	6797	6797.75	6797.5	2101	1	14-NOV-18 06.22.07.047 PM
"NQ"	6797	6797.75	6797.5	2135	1	14-NOV-18 06.22.08.049 PM
"NQ"	6793	6794	6793.5	2241	0	14-NOV-18 06.22.37.099 PM
"NQ"	6794.25	6795.5	6795	2315	1	14-NOV-18 06.23.07.050 PM
"NQ"	6796	6796.75	6796.5	2337	1	14-NOV-18 06.23.37.106 PM
"NQ"	6796	6796.75	6796.25	2371	-1	14-NOV-18 06.24.07.063 PM
"NQ"	6796.75	6797.25	6796.75	2396	-1	14-NOV-18 06.24.37.113 PM
"NQ"	6800	6801	6800	2418	-1	14-NOV-18 06.24.41.120 PM
"NQ"	6800	6801	6800	2458	-1	14-NOV-18 06.24.44.125 PM
"NQ"	6801.25	6802	6801.75	2604	1	14-NOV-18 06.25.07.063 PM
"NQ"	6801.25	6802	6801.75	2609	1	14-NOV-18 06.25.08.065 PM
"NQ"	6802	6802.5	6802.25	2632	0	14-NOV-18 06.25.15.078 PM
"NQ"	6802.5	6803.25	6802.75	2691	-1	14-NOV-18 06.25.40.115 PM
"NQ"	6803.5	6804.25	6803	2720	-1	14-NOV-18 06.25.43.120 PM
"NQ"	6805.5	6806.25	6805.5	2758	-1	14-NOV-18 06.25.51.033 PM
"NQ"	6805.5	6806.25	6805.5	2765	-1	14-NOV-18 06.25.52.035 PM
"NQ"	6805.5	6806.25	6806	2867	1	14-NOV-18 06.26.21.085 PM
"NQ"	6802.5	6803.25	6802.25	2937	-1	14-NOV-18 06.26.51.042 PM
"NQ"	6803.5	6804.5	6803.75	2999	-1	14-NOV-18 06.27.21.099 PM
"NQ"	6803.25	6804	6803.5	3015	-1	14-NOV-18 06.27.51.049 PM
"NQ"	6801.5	6802	6801.5	3070	-1	14-NOV-18 06.28.21.102 PM
"NQ"	6800.5	6801	6800.5	3102	-1	14-NOV-18 06.28.51.053 PM
"NQ"	6800.75	6801.25	6801.25	3153	1	14-NOV-18 06.29.21.105 PM
"NQ"	6799.5	6800	6799.5	3180	-1	14-NOV-18 06.29.51.063 PM
"NQ"	6797.5	6798.25	6797.75	3306	-1	14-NOV-18 06.30.21.117 PM
"NQ"	6796	6796.5	6796	3324	-1	14-NOV-18 06.30.51.064 PM
"NQ"	6793.25	6794.25	6794	3471	1	14-NOV-18 06.31.21.112 PM
"NQ"	6797	6797.5	6797.25	3593	0	14-NOV-18 06.31.51.059 PM
"NQ"	6795.5	6796.25	6796.25	3641	1	14-NOV-18 06.32.21.109 PM
"NQ"	6793.5	6794.75	6793.75	3684	-1	14-NOV-18 06.32.51.059 PM
"NQ"	6797	6797.5	6797	3730	-1	14-NOV-18 06.33.21.124 PM
"NQ"	6798.25	6799	6798.75	3836	1	14-NOV-18 06.33.51.071 PM
"NQ"	6798.75	6799.5	6799	3931	-1	14-NOV-18 06.34.21.021 PM
"NQ"	6797.5	6798.5	6798.25	3975	1	14-NOV-18 06.34.51.037 PM
"NQ"	6796.5	6797.25	6797	3999	1	14-NOV-18 06.35.21.093 PM
"NQ"	6796.75	6797.75	6796.75	4013	-1	14-NOV-18 06.35.51.047 PM
"NQ"	6792.25	6793.25	6792.5	4083	-1	14-NOV-18 06.36.21.105 PM
"NQ"	6792.5	6793.5	6792.75	4120	-1	14-NOV-18 06.36.51.065 PM
"NQ"	6791.5	6792	6791.75	4155	0	14-NOV-18 06.37.21.122 PM
"NQ"	6792.25	6792.75	6792.5	4204	0	14-NOV-18 06.37.51.072 PM
"NQ"	6790.5	6791.25	6790.75	4232	-1	14-NOV-18 06.38.21.027 PM
"NQ"	6790.5	6791.5	6790.5	4303	-1	14-NOV-18 06.38.51.082 PM
"NQ"	6790.5	6791.5	6790.5	4314	-1	14-NOV-18 06.39.21.035 PM
"NQ"	6793.5	6794.25	6794	4358	1	14-NOV-18 06.39.51.085 PM
"NQ"	6793.5	6794.5	6793.5	4404	-1	14-NOV-18 06.40.21.036 PM
"NQ"	6792	6793.25	6792.75	4416	1	14-NOV-18 06.40.51.087 PM
"NQ"	6792.25	6793	6793	4421	1	14-NOV-18 06.41.21.043 PM
"NQ"	6792.5	6793	6792.5	4426	-1	14-NOV-18 06.41.51.093 PM
"NQ"	6793	6794	6793.25	4431	-1	14-NOV-18 06.42.21.044 PM
"NQ"	6793.25	6794	6792.75	4452	-1	14-NOV-18 06.42.51.103 PM
"NQ"	6795.75	6796.75	6795.75	4492	-1	14-NOV-18 06.43.21.064 PM
"NQ"	6795.25	6795.75	6795.5	4527	0	14-NOV-18 06.43.51.115 PM
"NQ"	6795.25	6795.75	6795.5	4536	0	14-NOV-18 06.44.21.071 PM
"NQ"	6795.25	6795.75	6795.25	4541	-1	14-NOV-18 06.44.51.125 PM
"NQ"	6795.75	6796.5	6796	4561	-1	14-NOV-18 06.45.21.075 PM
"NQ"	6797	6797.5	6797.25	4591	0	14-NOV-18 06.45.51.124 PM
"NQ"	6797.75	6798	6797.75	4616	-1	14-NOV-18 06.46.21.081 PM
"NQ"	6797.25	6798	6797.75	4647	1	14-NOV-18 06.46.52.136 PM
"NQ"	6796.5	6797	6796.75	4709	0	14-NOV-18 06.47.22.093 PM
"NQ"	6795	6795.5	6795.5	4725	1	14-NOV-18 06.47.52.054 PM
"NQ"	6796.5	6797.25	6796.75	4738	-1	14-NOV-18 06.48.22.110 PM
"NQ"	6794.5	6795	6794.75	4760	0	14-NOV-18 06.48.52.065 PM
"NQ"	6792	6792.75	6792	4827	-1	14-NOV-18 06.49.22.123 PM
"NQ"	6791.5	6792.25	6791.5	4872	-1	14-NOV-18 06.49.52.078 PM
"NQ"	6792.25	6793.25	6792.75	4901	0	14-NOV-18 06.50.22.132 PM
"NQ"	6791.75	6792.75	6792.25	4909	0	14-NOV-18 06.50.52.084 PM
"NQ"	6788.75	6789.5	6789	4952	-1	14-NOV-18 06.51.22.037 PM
"NQ"	6787.75	6788.5	6788.25	5019	1	14-NOV-18 06.51.52.094 PM
"NQ"	6786	6786.5	6786	5085	-1	14-NOV-18 06.52.22.089 PM
"NQ"	6779.75	6780.75	6780.25	5393	0	14-NOV-18 06.52.52.142 PM
"NQ"	6781	6781.5	6781.5	5459	1	14-NOV-18 06.53.22.092 PM
"NQ"	6780.25	6781.25	6780.25	5488	-1	14-NOV-18 06.53.52.145 PM
"NQ"	6782.25	6782.75	6782.5	5584	0	14-NOV-18 06.54.22.097 PM
"NQ"	6783.25	6783.75	6783.5	5650	0	14-NOV-18 06.54.52.147 PM
"NQ"	6783.75	6784.5	6784.25	5686	1	14-NOV-18 06.55.22.101 PM
"NQ"	6787	6787.75	6787.75	5752	1	14-NOV-18 06.55.52.055 PM
"NQ"	6782.25	6783.25	6782.75	5827	0	14-NOV-18 06.56.22.111 PM
"NQ"	6775.75	6777	6776.25	5959	-1	14-NOV-18 06.56.43.149 PM
"NQ"	6772.5	6773.25	6772.25	6003	-1	14-NOV-18 06.56.46.054 PM
"NQ"	6772.75	6773.5	6773.5	6181	1	14-NOV-18 06.57.13.103 PM
"NQ"	6771.25	6772	6772	6257	1	14-NOV-18 06.57.17.109 PM
"NQ"	6769.75	6770.5	6770.25	6291	1	14-NOV-18 06.57.21.117 PM
"NQ"	6769.75	6770.5	6770	6340	-1	14-NOV-18 06.57.34.144 PM
"NQ"	6769.75	6770.5	6770	6363	-1	14-NOV-18 06.57.35.146 PM
"NQ"	6769	6770	6768.75	6442	-1	14-NOV-18 06.58.04.120 PM
"NQ"	6768.5	6769.25	6769	6564	1	14-NOV-18 06.58.34.076 PM
"NQ"	6770.25	6771.5	6770.75	6681	-1	14-NOV-18 06.59.04.130 PM
"NQ"	6774	6775	6775	6770	1	14-NOV-18 06.59.34.084 PM
"NQ"	6774	6775	6774.25	6830	-1	14-NOV-18 07.00.04.037 PM
"NQ"	6774	6775.5	6775	6867	1	14-NOV-18 07.00.34.108 PM
"NQ"	6772.5	6773.25	6773	6914	1	14-NOV-18 07.01.04.049 PM
"NQ"	6772.25	6773	6772.5	6961	-1	14-NOV-18 07.01.34.105 PM
"NQ"	6774.25	6775.25	6775	7021	1	14-NOV-18 07.02.04.058 PM
"NQ"	6774.5	6775	6774.5	7049	-1	14-NOV-18 07.02.34.120 PM
"NQ"	6773.5	6774.25	6774.5	7112	1	14-NOV-18 07.03.04.085 PM
"NQ"	6773.75	6774.75	6774.5	7148	1	14-NOV-18 07.03.34.155 PM
"NQ"	6772.75	6773.5	6773	7193	-1	14-NOV-18 07.04.04.119 PM
"NQ"	6771.25	6771.75	6771.5	7259	0	14-NOV-18 07.04.34.069 PM
"NQ"	6771.5	6772.25	6771.75	7280	-1	14-NOV-18 07.05.04.127 PM
"NQ"	6771.25	6772	6772	7320	1	14-NOV-18 07.05.34.089 PM
"NQ"	6772	6772.5	6772.5	7333	1	14-NOV-18 07.06.04.047 PM
"NQ"	6772.25	6773	6772.5	7347	-1	14-NOV-18 07.06.34.111 PM
"NQ"	6773.5	6773.75	6773.5	7369	-1	14-NOV-18 07.07.04.075 PM
"NQ"	6773	6773.5	6773	7377	-1	14-NOV-18 07.07.34.139 PM
"NQ"	6774.75	6775.5	6775	7405	-1	14-NOV-18 07.08.04.103 PM
"NQ"	6774.5	6775.25	6774.75	7440	-1	14-NOV-18 07.08.34.170 PM
"NQ"	6773.25	6774	6774	7474	1	14-NOV-18 07.09.04.132 PM
"NQ"	6773.5	6774.25	6773.75	7514	-1	14-NOV-18 07.09.34.095 PM
"NQ"	6773.75	6774.75	6774.5	7552	1	14-NOV-18 07.10.04.058 PM
"NQ"	6774	6774.75	6774.25	7602	-1	14-NOV-18 07.10.34.116 PM
"NQ"	6774.25	6775	6774.25	7625	-1	14-NOV-18 07.11.04.079 PM
"NQ"	6771.25	6772	6772	7730	1	14-NOV-18 07.11.34.138 PM
"NQ"	6773.25	6773.75	6773.75	7802	1	14-NOV-18 07.12.04.094 PM
"NQ"	6766.5	6767	6766.75	7916	0	14-NOV-18 07.12.31.146 PM
"NQ"	6766.5	6767	6766.75	8050	0	14-NOV-18 07.12.33.149 PM
"NQ"	6765.25	6765.75	6765.75	8209	1	14-NOV-18 07.13.04.105 PM
"NQ"	6764.25	6765	6764.5	8508	-1	14-NOV-18 07.13.34.162 PM
"NQ"	6764.25	6765	6764.5	8518	-1	14-NOV-18 07.13.35.164 PM
"NQ"	6763	6763.75	6763.25	8620	-1	14-NOV-18 07.13.58.103 PM
"NQ"	6763.25	6764	6762	8675	-1	14-NOV-18 07.14.19.141 PM
"NQ"	6763	6763.75	6763.5	8757	1	14-NOV-18 07.14.50.095 PM
"NQ"	6763	6763.75	6763.75	8847	1	14-NOV-18 07.15.20.155 PM
"NQ"	6764	6764.75	6764.75	8897	1	14-NOV-18 07.15.50.114 PM
"NQ"	6763.25	6764	6763.75	8934	1	14-NOV-18 07.16.13.062 PM
"NQ"	6764	6764.75	6764.5	8974	1	14-NOV-18 07.16.20.077 PM
"NQ"	6766	6766.75	6766.75	9078	1	14-NOV-18 07.16.50.143 PM
"NQ"	6766.75	6767.75	6767	9214	-1	14-NOV-18 07.17.20.109 PM
"NQ"	6768	6769	6769.5	9261	1	14-NOV-18 07.17.50.071 PM
"NQ"	6770	6770.5	6770.5	9371	1	14-NOV-18 07.18.20.135 PM
"NQ"	6774.25	6775	6774.25	9647	-1	14-NOV-18 07.18.50.097 PM
"NQ"	6772.5	6773	6772.75	9779	0	14-NOV-18 07.19.20.150 PM
"NQ"	6774.75	6775.25	6774.5	9858	-1	14-NOV-18 07.19.50.107 PM
"NQ"	6773.75	6774.75	6773.75	9934	-1	14-NOV-18 07.20.20.162 PM
"NQ"	6774	6774.75	6774	9963	-1	14-NOV-18 07.20.51.119 PM
"NQ"	6773.75	6774.25	6774	10024	0	14-NOV-18 07.21.21.074 PM
"NQ"	6773.25	6774	6773.5	10059	-1	14-NOV-18 07.21.51.126 PM
"NQ"	6774.5	6775	6774.5	10126	-1	14-NOV-18 07.22.21.085 PM
"NQ"	6774.25	6775	6774.25	10188	-1	14-NOV-18 07.22.51.145 PM
"NQ"	6774.5	6775.25	6774.75	10224	-1	14-NOV-18 07.23.21.098 PM
"NQ"	6775.25	6775.5	6775.25	10258	-1	14-NOV-18 07.23.51.152 PM
"NQ"	6774.25	6774.75	6774.25	10278	-1	14-NOV-18 07.24.21.106 PM
"NQ"	6775.25	6775.75	6775.25	10343	-1	14-NOV-18 07.24.51.069 PM
"NQ"	6774.5	6775	6775.5	10465	1	14-NOV-18 07.25.21.130 PM
"NQ"	6773.25	6773.75	6773.75	10544	1	14-NOV-18 07.25.51.089 PM
"NQ"	6773.5	6774.5	6773.5	10597	-1	14-NOV-18 07.26.21.062 PM
"NQ"	6772	6772.75	6772.5	10655	1	14-NOV-18 07.26.51.123 PM
"NQ"	6773.5	6774.25	6774.25	10708	1	14-NOV-18 07.27.21.085 PM
"NQ"	6776.25	6777.25	6777	10748	1	14-NOV-18 07.27.51.150 PM
"NQ"	6775.5	6776	6775.5	10815	-1	14-NOV-18 07.28.21.109 PM
"NQ"	6775	6775.25	6775.25	10843	1	14-NOV-18 07.28.51.062 PM
"NQ"	6775.75	6776.25	6775.75	10879	-1	14-NOV-18 07.29.21.122 PM
"NQ"	6773.5	6774	6773.75	10919	0	14-NOV-18 07.29.51.082 PM
"NQ"	6775	6775.75	6774.5	10934	-1	14-NOV-18 07.30.21.125 PM
"NQ"	6774.75	6775.25	6775.25	10956	1	14-NOV-18 07.30.51.093 PM
"NQ"	6775.75	6776.25	6776.25	10984	1	14-NOV-18 07.31.21.154 PM
"NQ"	6775.5	6776	6775.5	10988	-1	14-NOV-18 07.31.51.121 PM
"NQ"	6774.5	6775	6774.75	11052	0	14-NOV-18 07.32.21.096 PM
"NQ"	6773.5	6774	6773.75	11089	0	14-NOV-18 07.32.51.064 PM
"NQ"	6773	6773.75	6772.75	11134	-1	14-NOV-18 07.33.21.127 PM
"NQ"	6772.5	6773.25	6772.75	11143	-1	14-NOV-18 07.33.51.088 PM
"NQ"	6770.25	6770.5	6770.5	11228	1	14-NOV-18 07.34.21.147 PM
"NQ"	6769.75	6770.5	6770.5	11302	1	14-NOV-18 07.34.51.112 PM
"NQ"	6772.5	6773	6773	11353	1	14-NOV-18 07.35.21.075 PM
"NQ"	6780.75	6781.5	6781	11456	-1	14-NOV-18 07.35.51.138 PM
"NQ"	6778.25	6778.75	6778.25	11659	-1	14-NOV-18 07.36.21.096 PM
"NQ"	6780.75	6781.5	6781.5	11713	1	14-NOV-18 07.36.51.154 PM
"NQ"	6781.5	6782.25	6782.25	11768	1	14-NOV-18 07.37.21.113 PM
"NQ"	6781.5	6782	6781.5	11810	-1	14-NOV-18 07.37.51.068 PM
"NQ"	6781	6781.5	6781.25	11833	0	14-NOV-18 07.38.21.125 PM
"NQ"	6782	6782.75	6782.75	11866	1	14-NOV-18 07.38.51.080 PM
"NQ"	6784.75	6785.25	6785	12013	0	14-NOV-18 07.39.21.139 PM
"NQ"	6781.75	6782.25	6782.25	12059	1	14-NOV-18 07.39.51.100 PM
"NQ"	6784.25	6785	6784.75	12248	1	14-NOV-18 07.40.21.161 PM
"NQ"	6786.5	6787.25	6786.75	12397	-1	14-NOV-18 07.40.51.117 PM
"NQ"	6786.25	6786.75	6786.5	12497	0	14-NOV-18 07.41.21.083 PM
"NQ"	6788.75	6789.25	6789	12593	0	14-NOV-18 07.41.51.146 PM
"NQ"	6787.5	6788	6788.25	12811	1	14-NOV-18 07.42.21.103 PM
"NQ"	6786.5	6787.25	6787	12862	1	14-NOV-18 07.42.51.164 PM
"NQ"	6786.5	6787.25	6786.5	12884	-1	14-NOV-18 07.43.21.126 PM
"NQ"	6786.75	6787.25	6786.75	12930	-1	14-NOV-18 07.43.51.082 PM
"NQ"	6786.5	6787.25	6787	12948	1	14-NOV-18 07.44.21.138 PM
"NQ"	6784	6784.5	6784.25	13006	0	14-NOV-18 07.44.51.090 PM
"NQ"	6784	6784.5	6784.25	13040	0	14-NOV-18 07.45.21.152 PM
"NQ"	6783	6783.5	6783	13077	-1	14-NOV-18 07.45.51.109 PM
"NQ"	6783	6783.75	6783.25	13150	-1	14-NOV-18 07.46.21.167 PM
"NQ"	6782.25	6782.75	6782.75	13175	1	14-NOV-18 07.46.51.122 PM
"NQ"	6782.5	6783	6782.25	13208	-1	14-NOV-18 07.47.21.078 PM
"NQ"	6782.5	6783	6783	13217	1	14-NOV-18 07.47.51.136 PM
"NQ"	6782.25	6783	6782.5	13244	-1	14-NOV-18 07.48.21.100 PM
"NQ"	6782.75	6783.5	6783.25	13252	1	14-NOV-18 07.48.51.153 PM
"NQ"	6783.75	6784.5	6784.5	13270	1	14-NOV-18 07.49.21.118 PM
"NQ"	6785.25	6785.75	6785	13323	-1	14-NOV-18 07.49.51.169 PM
"NQ"	6786	6786.75	6786.5	13362	1	14-NOV-18 07.50.21.126 PM
"NQ"	6785.5	6786	6785.25	13374	-1	14-NOV-18 07.50.51.083 PM
"NQ"	6784.75	6785.5	6785	13390	-1	14-NOV-18 07.51.21.146 PM
"NQ"	6783	6783.75	6783.25	13466	-1	14-NOV-18 07.51.51.107 PM
"NQ"	6781.5	6782	6781.75	13504	0	14-NOV-18 07.52.21.164 PM
"NQ"	6781.25	6782	6781.25	13541	-1	14-NOV-18 07.52.51.122 PM
"NQ"	6782.5	6783	6782.75	13573	0	14-NOV-18 07.53.21.088 PM
"NQ"	6783	6783.25	6783.75	13593	1	14-NOV-18 07.53.51.159 PM
"NQ"	6783.75	6784.5	6784.5	13622	1	14-NOV-18 07.54.21.130 PM
"NQ"	6784.5	6784.75	6784.25	13639	-1	14-NOV-18 07.54.51.099 PM
"NQ"	6784.75	6785.25	6785	13691	0	14-NOV-18 07.55.21.164 PM
"NQ"	6781.5	6782	6781.75	13828	0	14-NOV-18 07.55.52.126 PM
"NQ"	6782.25	6783	6782.75	13885	1	14-NOV-18 07.56.22.090 PM
"NQ"	6781.25	6782	6781.75	13934	1	14-NOV-18 07.56.52.153 PM
"NQ"	6782.25	6783	6783	13972	1	14-NOV-18 07.57.22.113 PM
"NQ"	6782	6782.75	6782.25	13982	-1	14-NOV-18 07.57.52.176 PM
"NQ"	6783	6783.5	6783.5	14005	1	14-NOV-18 07.58.22.140 PM
"NQ"	6783.25	6783.75	6783.25	14021	-1	14-NOV-18 07.58.52.100 PM
"NQ"	6783.25	6783.75	6783.25	14039	-1	14-NOV-18 07.59.22.161 PM
"NQ"	6784.25	6784.75	6784.75	14071	1	14-NOV-18 07.59.52.119 PM
"NQ"	6784.75	6785.5	6785.25	14108	1	14-NOV-18 08.00.22.087 PM
"NQ"	6785	6785.75	6785.25	14149	-1	14-NOV-18 08.00.52.156 PM
"NQ"	6785.25	6785.75	6785.25	14169	-1	14-NOV-18 08.01.22.122 PM
"NQ"	6787	6787.5	6786.75	14265	-1	14-NOV-18 08.01.52.187 PM
"NQ"	6786.5	6787.25	6787	14299	1	14-NOV-18 08.02.22.148 PM
"NQ"	6788.25	6788.75	6788.75	14339	1	14-NOV-18 08.02.52.116 PM
"NQ"	6791.5	6792	6791.75	14563	0	14-NOV-18 08.03.22.186 PM
"NQ"	6790.75	6791.5	6791	14691	-1	14-NOV-18 08.03.52.154 PM
"NQ"	6791	6791.75	6791.25	14947	-1	14-NOV-18 08.04.22.121 PM
"NQ"	6791.25	6792	6791.5	15083	-1	14-NOV-18 08.04.52.184 PM
"NQ"	6791	6791.5	6791.25	15178	0	14-NOV-18 08.05.22.141 PM
"NQ"	6792	6792.5	6792.25	15270	0	14-NOV-18 08.05.52.106 PM
"NQ"	6793.25	6793.75	6793.75	15371	1	14-NOV-18 08.06.22.173 PM
"NQ"	6793.75	6794.25	6793.75	15510	-1	14-NOV-18 08.06.52.138 PM
"NQ"	6795	6795.5	6795.75	15631	1	14-NOV-18 08.07.22.104 PM
"NQ"	6796.75	6797.25	6797.25	15749	1	14-NOV-18 08.07.52.165 PM
"NQ"	6796.25	6796.75	6796.5	15798	0	14-NOV-18 08.08.22.130 PM
"NQ"	6794.75	6795.25	6795.25	15867	1	14-NOV-18 08.08.52.194 PM
"NQ"	6794.25	6795	6794.5	15945	-1	14-NOV-18 08.09.22.160 PM
"NQ"	6794.25	6794.75	6794.5	16019	0	14-NOV-18 08.09.52.122 PM
"NQ"	6794	6794.75	6794.5	16122	1	14-NOV-18 08.10.22.181 PM
"NQ"	6794.25	6794.75	6794.75	16201	1	14-NOV-18 08.10.52.146 PM
"NQ"	6793.5	6794	6793.75	16279	0	14-NOV-18 08.11.22.108 PM
"NQ"	6796	6796.5	6796.25	16331	0	14-NOV-18 08.11.52.171 PM
"NQ"	6793.75	6794.5	6794	16363	-1	14-NOV-18 08.12.22.143 PM
"NQ"	6793	6793.5	6793.5	16424	1	14-NOV-18 08.12.52.205 PM
"NQ"	6794.75	6795.25	6794.75	16449	-1	14-NOV-18 08.13.22.156 PM
"NQ"	6794.25	6795	6795	16455	1	14-NOV-18 08.13.52.113 PM
"NQ"	6793	6793.75	6793.25	16476	-1	14-NOV-18 08.14.22.170 PM
"NQ"	6794.25	6794.75	6794.5	16503	0	14-NOV-18 08.14.52.127 PM
"NQ"	6791.5	6792.25	6792	16568	1	14-NOV-18 08.15.22.187 PM
"NQ"	6792.25	6793	6792.5	16616	-1	14-NOV-18 08.15.52.149 PM
"NQ"	6795.5	6796	6795.75	16668	0	14-NOV-18 08.16.22.112 PM
"NQ"	6794.5	6795	6795	16683	1	14-NOV-18 08.16.52.169 PM
"NQ"	6796.5	6796.75	6796.75	16722	1	14-NOV-18 08.17.22.130 PM
"NQ"	6797.25	6797.75	6797.5	16751	0	14-NOV-18 08.17.52.187 PM
"NQ"	6796	6796.5	6796	16814	-1	14-NOV-18 08.18.22.145 PM
"NQ"	6793.5	6794.25	6794.25	16892	1	14-NOV-18 08.18.52.104 PM
"NQ"	6793	6793.5	6793.25	16935	0	14-NOV-18 08.19.22.186 PM
"NQ"	6795.75	6796.25	6796.25	16963	1	14-NOV-18 08.19.52.147 PM
"NQ"	6796	6796.5	6796.25	16988	0	14-NOV-18 08.20.22.114 PM
"NQ"	6797.25	6797.75	6797.5	17046	0	14-NOV-18 08.20.52.175 PM
"NQ"	6795.5	6796	6795.5	17085	-1	14-NOV-18 08.21.22.138 PM
"NQ"	6794.25	6795	6795	17137	1	14-NOV-18 08.21.52.196 PM
"NQ"	6793.5	6794.25	6793.25	17204	-1	14-NOV-18 08.22.22.154 PM
"NQ"	6794.25	6794.75	6795.25	17248	1	14-NOV-18 08.22.52.117 PM
"NQ"	6794.5	6795	6794.75	17269	0	14-NOV-18 08.23.22.173 PM
"NQ"	6795	6795.5	6795	17298	-1	14-NOV-18 08.23.52.140 PM
"NQ"	6794.75	6795.25	6795.5	17317	1	14-NOV-18 08.24.22.189 PM
"NQ"	6795.5	6796.25	6796	17338	1	14-NOV-18 08.24.52.150 PM
"NQ"	6797.25	6798	6797.5	17428	-1	14-NOV-18 08.25.22.110 PM
"NQ"	6796.25	6797	6797	17464	1	14-NOV-18 08.25.52.165 PM
"NQ"	6797.5	6798.25	6798	17516	1	14-NOV-18 08.26.22.119 PM
"NQ"	6797.5	6798	6797.75	17529	0	14-NOV-18 08.26.52.177 PM
"NQ"	6799.25	6799.75	6799.5	17687	0	14-NOV-18 08.27.22.140 PM
"NQ"	6798.75	6799.5	6799.25	17737	1	14-NOV-18 08.27.52.204 PM
"NQ"	6798	6798.5	6798.25	17783	0	14-NOV-18 08.28.22.161 PM
"NQ"	6798	6798.5	6798	17796	-1	14-NOV-18 08.28.52.120 PM
"NQ"	6793.25	6793.75	6793.75	17908	1	14-NOV-18 08.29.22.179 PM
"NQ"	6791.75	6792	6792.25	17981	1	14-NOV-18 08.29.53.137 PM
"NQ"	6782.25	6782.5	6782.5	133974	1	15-NOV-18 08.45.32.135 AM
"NQ"	6782.25	6783	6782.75	134057	1	15-NOV-18 08.45.42.753 AM
"NQ"	6790.25	6790.75	6790.75	134491	1	15-NOV-18 08.46.12.725 AM
"NQ"	6792.25	6792.75	6792.75	134847	1	15-NOV-18 08.46.42.696 AM
"NQ"	6793.25	6793.75	6793.25	135107	-1	15-NOV-18 08.47.12.675 AM
"NQ"	6792.75	6793.25	6793.25	135201	1	15-NOV-18 08.47.42.743 AM
"NQ"	6791.25	6791.75	6791.5	135433	0	15-NOV-18 08.48.12.722 AM
"NQ"	6788.25	6788.5	6788.5	135641	1	15-NOV-18 08.48.42.682 AM
"NQ"	6788.5	6789	6789	135872	1	15-NOV-18 08.49.12.650 AM
"NQ"	6786.75	6787.5	6787	135990	-1	15-NOV-18 08.49.42.724 AM
